nco_code,title
7126.0500,"Puncher, Metal"
7126.0500,
7126.06,Pneumatic Chipper
7126.06,
7126.0600,
7126.0600,Pneumatic Chipper
7126.99,
7126.99,"Plumbers and Pipe Fitters, Other"
7126.9900,
7126.9900,"Plumbers and Pipe Fitters, Other"
7127.01,"Mechanic, Refrigeration and Air -"
7127.01,"Mechanic, Refrigeration and Air"
7127.01,
7127.0100,"Mechanic, Refrigeration and Air -"
7127.0100,"Mechanic, Refrigeration and Air"
7127.0100,
7131.01,"Painter, Building"
7131.01,
7131.0100,
7131.0100,"Painter, Building"
7131.0101,Assistant Painter and Decorator
7131.0101,Assistant
7131.02,"Painter, Steel Structure"
7131.02,
7131.0200,
7131.0200,"Painter, Steel Structure"
7131.03,"Painter, Industrial"
7131.03,
7131.0300,
7131.0300,"Painter, Industrial"
7131.05,
7131.05,Paper Hanger/Wallpaper Fixer/Decorator
7131.05,Paper Hanger /Wallpaper
7131.0500,Paper Hanger/Wallpaper Fixer/Decorator
7131.0500,Paper Hanger /Wallpaper
7131.0500,
7131.99,
7131.99,"Painters and Related Workers, Other"
7131.99,"Painters and Related Workers,"
7131.9900,"Painters and Related Workers, Other"
7131.9900,
7131.9900,"Painters and Related Workers,"
7132.01,"Painter, General"
7132.01,
7132.0100,"Painter, General"
7132.0100,
7132.0201,"Painter, Spray/Painting Technician (Spray"
7132.0201,
7132.0201,
7132.0201,"Painter, Spray/Painting Technician"
7132.0202,Auto Spray Painter/Painter
7132.0202,Autoclave
7132.0202,Auto Spray Painter /Painter
7132.0203,Auto Body
7132.0203,Auto Body Painting Technician –
7132.0203,Auto Body Painting Technician – Surface
7132.0204,Automotive Body
7132.0204,Automotive Body Painting Technician
7132.0204,Automotive Body Painting
7132.0205,Auto Spray Painter Assistant/Painter
7132.0205,Auto Spray
7132.0205,Auto Spray Painter
7132.03,Metal Sprayer
7132.03,
7132.0300,Metal Sprayer
7132.0300,
7132.04,"Painter, Sign and Letter"
7132.04,
7132.0400,
7132.0400,"Painter, Sign and Letter"
7132.05,"Painter, Brush"
7132.05,
7132.0500,
7132.0500,"Painter, Brush"
7132.06,"Painter, Wood Work and Furniture"
7132.06,
7132.0600,"Painter, Wood Work and Furniture"
7132.0600,
7132.07,"Painter, Glass"
7132.07,
7132.0700,
7132.0700,"Painter, Glass"
7132.09,
7132.09,"Painter, Mate"
7132.0900,"Painter, Mate"
7132.0900,
7132.0901,Auto -Tester
7132.0901,Automotive Paint Shop Assistant
7132.99,"Varnishers and Related Workers,"
7132.99,"Varnishers and Related Workers, Other"
7132.99,
7132.9900,"Varnishers and Related Workers, Other"
7132.9900,"Varnishers and Related Workers,"
7132.9900,
7211.01,
7211.01,"Moulder, General"
7211.0100,
7211.0100,"Moulder, General"
7211.0101,Press Shop Shift
7211.0101,Press Shop Operator
7211.0102,Press Shop Assistant/Helper
7211.0102,Press Shop Assistant /Helper
7211.0102,Press Shop
7211.02,
7211.02,"Moulder, Machine"
7211.0200,"Moulder, Machine"
7211.0200,
7211.0201,"Caulker, Boat"
7211.0201,Casting Technician – Sand Moulding
7211.0201,Casting Technician -Sand Moulding
7211.03,
7211.03,"Moulder, Vertical Pipe"
7211.0300,"Moulder, Vertical Pipe"
7211.0300,
7211.04,
7211.04,"Rammer, Vertical Pipe Moulding"
7211.0400,"Rammer, Vertical Pipe Moulding"
7211.0400,
7211.05,
7211.05,"Core Maker, Moulding (Hand)"
7211.0500,"Core Maker, Moulding (Hand)"
7211.0500,
7211.06,"Core Maker, Vertical Pipe"
7211.06,
7211.0600,
7211.0600,"Core Maker, Vertical Pipe"
7211.99,"Metal Moulders and Core Mak ers,"
7211.99,"Metal Moulders and Core Makers, Other"
7211.99,
7211.9900,
7211.9900,"Metal Moulders and Core Makers, Other"
7211.9900,"Metal Moulders and Core Mak ers,"
7212.01,
7212.01,"Welder, Gas"
7212.0100,
7212.0100,"Welder, Gas"
7212.0101,Plumber (Welder)/Plumbing
7212.0101,Plumber (Welder)/Plumbing (Sanitary
7212.0101,Occupational
7212.0102,Plumber (Welder) Assistant
7212.0102,Plumber
7212.0105,"Turbine Operator,"
7212.0105,Iron and Steel (Tungsten Inert Gas
7212.0105,Tungsten Inert Gas Welder
7212.0111,Repair Welder
7212.0111,"Repairer,"
7212.02,
7212.02,"Welder, Electric"
7212.0200,"Welder, Electric"
7212.0200,
7212.03,"Welder, Machine"
7212.03,
7212.0300,"Welder, Machine"
7212.0300,
7212.0301,Welder
7212.0301,"Welder, Electric"
7212.0302,Welding Technician
7212.0302,Well Digger
7212.0303,Gas Storage
7212.0303,Gas Metal Arc Welder/Metal Inert
7212.04,Gas Cutter
7212.04,
7212.0400,Gas Cutter
7212.0400,
7212.0402,Plasterer
7212.0402,Plasma Cutter – Manual
7212.0402,Iron and Steel Plasma Cutter -
7212.05,Brazer
7212.05,
7212.0500,
7212.0500,Brazer
7212.0501,Soldering and Brazing Operator
7212.0501,"Sole Leveller,"
7212.06,Lead Burner
7212.06,
7212.0600,Lead Burner
7212.0600,
7212.07,"Welder, Resistance"
7212.07,
7212.0700,"Welder, Resistance"
7212.0700,
7212.0801,Welding Assistant
7212.0801,Welding Machine
7212.99,
7212.99,"Welders and Flame Cutters, Other"
7212.9900,
7212.9900,"Welders and Flame Cutters, Other"
7213.0101,
7213.0101,"Sheet Metal Worker,"
7213.0101,
7213.0101,"Sheet Metal Worker, General/Sheet Metal"
7213.02,"Sheet Metal Worker, S tructural"
7213.02,"Sheet Metal Worker, Structural"
7213.0200,"Sheet Metal Worker, Structural"
7213.0200,"Sheet Metal Worker, S tructural"
7213.0201,Auto Service
7213.0201,Auto Engine Repair Technician
7213.0301,
7213.0301,Dent Remover/Auto Body Repair
7213.0301,
7213.0302,Auto Body Technician/Denter
7213.0302,Auto Bruter
7213.04,Tinsmith /Whitesmith
7213.04,
7213.04,Tinsmith/Whitesmith
7213.0400,
7213.0400,Tinsmith /Whitesmith
7213.0400,Tinsmith/Whitesmith
7213.05,
7213.05,Tin Coater
7213.0500,
7213.0500,Tin Coater
7213.06,Machine Feeder and Off -Bearer
7213.06,Machine Feeder and Off bearer
7213.06,
7213.0600,Machine Feeder and Off -Bearer
7213.0600,
7213.0600,Machine Feeder and Off bearer
7213.99,
7213.99,"Sheet Metal Workers, Other"
7213.9900,
7213.9900,"Sheet Metal Workers, Other"
7214.03,
7214.03,Boiler Fitter
7214.0300,Boiler Fitter
7214.0300,
7214.04,"Tubesmith, Boiler"
7214.04,
7214.0400,
7214.0400,"Tubesmith, Boiler"
7214.05,Boiler Maker
7214.05,
7214.0500,Boiler Maker
7214.0500,
7214.06,
7214.06,"Erector, Structural"
7214.0600,
7214.0600,"Erector, Structural"
7214.07,"Fitter, Structura l"
7214.07,"Fitter, Structural"
7214.07,
7214.0700,
7214.0700,"Fitter, Structura l"
7214.0700,"Fitter, Structural"
7214.08,"Fitter, Const ruction"
7214.08,"Fitter, Construction"
7214.08,
7214.0800,"Fitter, Const ruction"
7214.0800,
7214.0800,"Fitter, Construction"
7214.09,Riveter
7214.09,
7214.0900,
7214.0900,Riveter
7214.1,Riveter (Railroad Equipment)
7214.1,
7214.1000,
7214.1000,Riveter (Railroad Equipment)
7214.1101,Assistant  Bar Bender and Fixer
7214.1101,Assistant
7214.1101,Assistant Bar Bender and Fixer
7214.99,
7214.99,Structural Metal Prepares and
7214.99,"Structural Metal Prepares and Erectors,"
7214.9900,
7214.9900,"Structural Metal Prepares and Erectors,"
7214.9900,Structural Metal Prepares and
7215.01,Rigger
7215.01,
7215.0100,Rigger
7215.0100,
7215.0101,Riggers and Cable
7215.0101,Rigger: Rigging of Heavy Material
7215.02,
7215.02,Slinger
7215.0200,Slinger
7215.0200,
7215.03,
7215.03,Splicer (Rope and Cables)
7215.0300,
7215.0300,Splicer (Rope and Cables)
7215.99,
7215.99,"Riggers and Cable Splicers, Other"
7215.9900,
7215.9900,"Riggers and Cable Splicers, Other"
7221.01,Blac ksmith
7221.01,
7221.01,Blacksmith
7221.0100,Blacksmith
7221.0100,Blac ksmith
7221.0100,
7221.02,Village Blacksmith
7221.02,
7221.0200,
7221.0200,Village Blacksmith
7221.03,Power Hammer Operator
7221.03,
7221.0300,Power Hammer Operator
7221.0300,
7221.0301,Forging Operator
7221.0301,Forging Shop Shift
7221.04,Hammer Man
7221.04,
7221.0400,Hammer Man
7221.0400,
7221.05,
7221.05,Stamper /Forging Operator
7221.05,Stamper/Forging Operator
7221.0500,Stamper /Forging Operator
7221.0500,Stamper/Forging Operator
7221.0500,
7221.06,
7221.06,Farrier
7221.0600,Farrier
7221.0600,
7221.07,Wire Drawer /Wire Drawing
7221.07,
7221.07,Wire Drawer/Wire Drawing Machine
7221.0700,Wire Drawer /Wire Drawing
7221.0700,Wire Drawer/Wire Drawing Machine
7221.0700,
7221.08,Metal Spinner /Metal spinning
7221.08,Metal Spinner/Metal spinning Machine
7221.08,
7221.0800,
7221.0800,Metal Spinner /Metal spinning
7221.0800,Metal Spinner/Metal spinning Machine
7221.99,
7221.99,"Blacksmiths, Hammersmiths and"
7221.99,"Blacksmiths, Hammersmith and Forging"
7221.9900,"Blacksmiths, Hammersmith and Forging"
7221.9900,"Blacksmiths, Hammersmiths and"
7221.9900,
7222.01,"Marker, Metal"
7222.01,
7222.01,Welder
7222.0100,"Marker, Metal"
7222.0100,
7222.02,Tool Maker
7222.02,
7222.0200,Tool Maker
7222.0200,
7222.03,
7222.03,Jig and Fixture Marker
7222.0300,
7222.0300,Jig and Fixture Marker
7222.04,
7222.04,Jig Borer
7222.0400,
7222.0400,Jig Borer
7222.05,Die Maker
7222.05,
7222.0500,
7222.0500,Die Maker
7222.06,
7222.06,"Die Sinker, Hand"
7222.0600,
7222.0600,"Die Sinker, Hand"
7222.07,Locksmith
7222.07,
7222.0700,
7222.0700,Locksmith
7222.08,
7222.08,"Pattern Marker, Metal Foundry"
7222.08,"Pattern Marker, Metal  Foundry"
7222.0800,"Pattern Marker, Metal Foundry"
7222.0800,
7222.0800,"Pattern Marker, Metal  Foundry"
7222.09,Armourer
7222.09,
7222.0900,Armourer
7222.0900,
7222.99,"Tool Makers and Related Workers, Other"
7222.99,
7222.99,"Tool Makers and Related Workers,"
7222.9900,"Tool Makers and Related Workers, Other"
7222.9900,"Tool Makers and Related Workers,"
7222.9900,
7223.01,
7223.01,"Tool Setter, General"
7223.0100,"Tool Setter, General"
7223.0100,
7223.02,"Tool Setter, Press"
7223.02,
7223.0200,
7223.0200,"Tool Setter, Press"
7223.03,
7223.03,"Setter, Drop Forging Machine"
7223.0300,"Setter, Drop Forging Machine"
7223.0300,
7223.04,"Setter, Automatic Machine"
7223.04,
7223.0400,
7223.0400,"Setter, Automatic Machine"
7223.0401,Assembly Line
7223.0401,Assembly Line Machine Setter
7223.05,
7223.05,"Mechanist, General/Machinist"
7223.0500,
7223.0500,"Mechanist, General/Machinist"
7223.0501,Machine Shop Master Technician/Setter
7223.0501,Machine Shop Master
7223.0501,Machine Shop
7223.0502,Machine Shop Supervisor
7223.0502,"Machineman,"
7223.0601,
7223.0601,Turner/Conventional Turning
7223.0601,
7223.07,Turret and Capstan Lathe Operator
7223.07,
7223.0700,
7223.0700,Turret and Capstan Lathe Operator
7223.0701,Lathe Machinist
7223.0701,Lattice Pegger
7223.08,Shaper
7223.08,
7223.0800,Shaper
7223.0800,
7223.09,Planer
7223.09,
7223.0900,
7223.0900,Planer
7223.1,"Planer, Edge"
7223.1,
7223.1000,
7223.1000,"Planer, Edge"
7223.11,Slotter
7223.11,
7223.1100,Slotter
7223.1100,
7223.1201,Miller/Operator –Conventional
7223.1201,
7223.1201,Miller/Operator – Conventional Milling
7223.1201,
7223.13,Gear Cutter
7223.13,
7223.1300,
7223.1300,Gear Cutter
7223.14,
7223.14,Heavy Duty End Mill Operator
7223.1400,
7223.1400,Heavy Duty End Mill Operator
7223.15,"Driller Metal, General"
7223.15,
7223.1500,"Driller Metal, General"
7223.1500,
7223.16,
7223.16,Radial Driller
7223.1600,
7223.1600,Radial Driller
7223.1701,Borer /Operator Boring Machine
7223.1701,
7223.1701,Borer/Operator Boring Machine Operator
7223.1701,
7223.18,Cylinder Borer
7223.18,
7223.1800,Cylinder Borer
7223.1800,
7223.19,
7223.19,Rifling Machine Operator
7223.1900,
7223.1900,Rifling Machine Operator
7223.2,Bending -Machine Operator
7223.2,
7223.2,Bending Machine Operator
7223.2000,Bending Machine Operator
7223.2000,
7223.2000,Bending -Machine Operator
7223.21,
7223.21,Glazer
7223.2100,
7223.2100,Glazer
7223.22,
7223.22,"Grinder, Tool and Cutter"
7223.2200,"Grinder, Tool and Cutter"
7223.2200,
7223.23,
7223.23,"Power Press Operator, Metal"
7223.2300,
7223.2300,"Power Press Operator, Metal"
7223.24,Sheet Metal Machine Operator
7223.24,
7223.2400,
7223.2400,Sheet Metal Machine Operator
7223.25,
7223.25,Ball Filling Machine Operator
7223.2500,
7223.2500,Ball Filling Machine Operator
7223.26,
7223.26,Ball Lapping Machine Operator
7223.2600,Ball Lapping Machine Operator
7223.2600,
7223.27,
7223.27,Dividing Machine Operator
7223.2700,Dividing Machine Operator
7223.2700,
7223.28,Die Copying Machine Operator /Die
7223.28,Die Copying Machine Operator/Die Sinking
7223.28,
7223.2800,Die Copying Machine Operator /Die
7223.2800,
7223.2800,Die Copying Machine Operator/Die Sinking
7223.29,
7223.29,Profiling Machine Operator
7223.2900,
7223.2900,Profiling Machine Operator
7223.3,
7223.3,Metal Stamper
7223.3000,
7223.3000,Metal Stamper
7223.5001,Machinist
7223.5001,Machining Technician/CNC Operator
7223.5001,Machin ing Technician/CNC
7223.5002,CNC Operator –
7223.5002,CNC Operator – Machining Technician
7223.5002,CNC Operator -Machining
7223.5003,CNC Operator -Machinist
7223.5003,CNC Operator – Machinist
7223.5003,CNC Operator –
7223.5004,CNC Operator -Vertical Machining
7223.5004,CNC Operator - Vertical Machining Centre
7223.5004,CNC Programmer
7223.5005,CNC Setter -cum -Operator – Vertical
7223.5005,"Coach Builder,"
7223.5005,CNC Setter cum Operat or-Vertical
7223.6001,CNC Setter -cum -Operator – Turning
7223.6001,CNC Setter -cum -
7223.6001,CNC Setter cum Operator -Turning
7223.6002,CNC Operator – Turning
7223.6002,CNC Operator -Turning
7223.6002,CNC Operator -
7223.6003,CNC Setter -cum -
7223.6003,CNC Programmer
7223.99,Metal Working Machine Tool
7223.99,
7223.99,Metal Working Machine Tool Setters and
7223.9900,
7223.9900,Metal Working Machine Tool
7223.9900,Metal Working Machine Tool Setters and
7224.01,
7224.01,"Grinder, General"
7224.0100,
7224.0100,"Grinder, General"
7224.0102,Fitter -Fabrication
7224.0102,
7224.0102,Fitter – Fabrication
7224.0102,
7224.02,"Grinder, Crankshaft"
7224.02,
7224.0200,"Grinder, Crankshaft"
7224.0200,
7224.03,
7224.03,Roll Grinder
7224.0300,
7224.0300,Roll Grinder
7224.04,Surface Grinder
7224.04,
7224.0400,Surface Grinder
7224.0400,
7224.0401,Grinder (Stone
7224.0401,Grinder – Hand held and Power
7224.0401,Grinder – Hand -Held and Power Tools
7224.0402,Operator -Conventional Surface
7224.0402,"Operator, Call"
7224.0402,Operator – Conventional Surface Grinding
7224.05,
7224.05,Thread Grinder
7224.0500,Thread Grinder
7224.0500,
7224.06,
7224.06,Honer /Honing Machine Operator
7224.06,Honer/Honing Machine Operator
7224.0600,
7224.0600,Honer /Honing Machine Operator
7224.0600,Honer/Honing Machine Operator
7224.07,Lapper
7224.07,
7224.0700,Lapper
7224.0700,
7224.0701,Supervisor and
7224.0701,Super Finishing Technician
7224.0801,
7224.0801,
7224.0801,Polisher
7224.09,
7224.09,"Saw Grinder, Hand"
7224.0900,"Saw Grinder, Hand"
7224.0900,
7224.11,
7224.11,Metal Bluer
7224.1100,Metal Bluer
7224.1100,
7224.99,"Metal Wheel Grinder, Polishing and"
7224.99,
7224.99,"Metal Wheel Grinder, Polishing and Tool"
7224.9900,"Metal Wheel Grinder, Polishing and Tool"
7224.9900,"Metal Wheel Grinder, Polishing and"
7224.9900,
7231.01,"Mechanic, Automobile"
7231.01,
7231.0100,"Mechanic, Automobile"
7231.0100,
7231.0101,Maintenance Technician – Service
7231.0101,Maintenance Technician -Service
7231.0101,Maintenance
7231.0102,Access Controls
7231.0102,AC Specialist
7231.0103,Automotive Body Technician Level
7231.0103,Automotive Body
7231.0104,Automotive Body Technician Level
7231.0104,Automotive
7231.0105,Brake Specialist
7231.0105,"Braker, Passenger"
7231.0106,Clutch Specialist
7231.0106,
7231.0106,CNC Operator –
7231.0106,
7231.0107,Auto Service Technician -Mechanic
7231.0107,Auto Service
7231.0107,Auto Service Technician – Mechanic
7231.0108,Auto Service
7231.0108,Auto Service Technician – Helper
7231.0108,Auto Service Technician -Helper
7231.02,
7231.02,Engine Tester
7231.0200,Engine Tester
7231.0200,
7231.0201,Tester
7231.0201,Test Technician
7231.03,
7231.03,Tractor Mechanic
7231.0300,
7231.0300,Tractor Mechanic
7231.04,Fitter Automobile
7231.04,
7231.0400,Fitter Automobile
7231.0400,
7231.0401,Mechanic
7231.0401,Mechanic Fitter
7231.05,
7231.05,"Mechanic, Motor Cycle"
7231.0500,"Mechanic, Motor Cycle"
7231.0500,
7231.0501,Auto S ervice Technician (Two and
7231.0501,Auto Service Technician (Two and Three
7231.0501,Auto Spray Painter
7231.09,Cleaner Motor Vehicle
7231.09,
7231.0900,
7231.0900,Cleaner Motor Vehicle
7231.99,
7231.99,"Motor Ve hicle Mechanics, Other"
7231.99,"Motor Vehicle Mechanics, Other"
7231.9900,"Motor Ve hicle Mechanics, Other"
7231.9900,"Motor Vehicle Mechanics, Other"
7231.9900,
7232.01,
7232.01,Airframe Erector
7232.01,Airframe Erecto r
7232.0100,
7232.0100,Airframe Erector
7232.0100,Airframe Erecto r
7232.02,
7232.02,"Mechanic Aircraft, Propeller"
7232.0200,"Mechanic Aircraft, Propeller"
7232.0200,
7232.03,"Engine Tester, Aircraft"
7232.03,
7232.0300,"Engine Tester, Aircraft"
7232.0300,
7232.04,"Engine Tester, Helper, Aircraft"
7232.04,
7232.0400,"Engine Tester, Helper, Aircraft"
7232.0400,
7232.05,"Mechanic Aircraft Engine, Field"
7232.05,
7232.0500,
7232.0500,"Mechanic Aircraft Engine, Field"
7232.06,
7232.06,"Mechanic Aircraft, Engine Overhauling"
7232.06,"Mechanic Aircraft, Engine"
7232.0600,"Mechanic Aircraft, Engine Overhauling"
7232.0600,
7232.0600,"Mechanic Aircraft, Engine"
7232.99,
7232.99,"Aircraft Mechanics, Other"
7232.9900,"Aircraft Mechanics, Other"
7232.9900,
7233.01,"Fitter, General"
7233.01,
7233.0100,"Fitter, General"
7233.0100,
7233.0101,Maintenance Fitter -Mechanical
7233.0101,Maintenance
7233.0101,Maintenance Fitter – Mechanical
7233.0102,Machinist
7233.0102,Magician
7233.0102,Iron and Steel -Machinist
7233.0121,"Fitter, Bench"
7233.0121,"Fitter Levelling, Alignment & Balancing"
7233.0121,"Fitter Levelling, Alignment and"
7233.02,"Fitter, Bench"
7233.02,"Fitter, Benc h"
7233.02,
7233.0200,"Fitter, Bench"
7233.0200,"Fitter, Benc h"
7233.0200,
7233.03,"Mechanic, Petrol Engine"
7233.03,
7233.0300,"Mechanic, Petrol Engine"
7233.0300,
7233.0301,Bearing Maintenance
7233.0301,"Beaterman, Paper"
7233.04,
7233.04,"Mechanic, Diesel Engine"
7233.0400,"Mechanic, Diesel Engine"
7233.0400,
7233.0401,Belt Maker
7233.0401,Belt Conveyor Maintenance
7233.0402,Conveyor Operation and
7233.0402,Conveyor
7233.0402,Conveyor Operation and Maintenance
7233.06,
7233.06,"Mechanic, Gas/Diesel Engine"
7233.0600,
7233.0600,"Mechanic, Gas/Diesel Engine"
7233.07,"Mechanic, Earth Moving Machinery"
7233.07,
7233.0700,"Mechanic, Earth Moving Machinery"
7233.0700,
7233.0701,
7233.0701,Mobile Equipment Maintenance
7233.0701,
7233.08,
7233.08,"Mechanic, Road Roller"
7233.0800,"Mechanic, Road Roller"
7233.0800,
7233.09,"Mechanic, Turbine"
7233.09,
7233.0900,"Mechanic, Turbine"
7233.0900,
7233.1,"Mechanic, Stationery Steam Engine"
7233.1,
7233.1000,
7233.1000,"Mechanic, Stationery Steam Engine"
7233.11,
7233.11,"Mechanic, Maintenance, Chemical"
7233.1100,
7233.1100,"Mechanic, Maintenance, Chemical"
7233.12,Millwright
7233.12,
7233.1200,
7233.1200,Millwright
7233.13,
7233.13,"Mechanic, Pump"
7233.1300,"Mechanic, Pump"
7233.1300,
7233.1301,Plumber (Welder)
7233.1301,Plumber (Pumps & E/M Mechanic)
7233.1301,Plumber (Pumps and E/M
7233.14,
7233.14,"Mechanic, Dairy Maintenance"
7233.1400,
7233.1400,"Mechanic, Dairy Maintenance"
7233.15,"Mechanic, Mining Machinery"
7233.15,
7233.1500,
7233.1500,"Mechanic, Mining Machinery"
7233.16,"Mechanic, Textile Machinery"
7233.16,
7233.1600,"Mechanic, Textile Machinery"
7233.1600,
7233.17,"Mechanic, Printing Machinery"
7233.17,
7233.1700,"Mechanic, Printing Machinery"
7233.1700,
7233.18,"Mechanic, Sewing Machine"
7233.18,
7233.1800,"Mechanic, Sewing Machine"
7233.1800,
7233.19,"Lamp Repairman, Mines"
7233.19,
7233.1900,
7233.1900,"Lamp Repairman, Mines"
7233.2,"Mechanic, Repairman (Domestic"
7233.2,
7233.2000,"Mechanic, Repairman (Domestic"
7233.2000,
7233.21,"Fitter, Stationery Steam Engine"
7233.21,
7233.2100,"Fitter, Stationery Steam Engine"
7233.2100,
7233.22,"Fitter, Marine"
7233.22,
7233.2200,
7233.2200,"Fitter, Marine"
7233.23,"Fitter, Railway Carriage and"
7233.23,
7233.23,"Fitter, Railway Carriage and Wagon"
7233.2300,"Fitter, Railway Carriage and Wagon"
7233.2300,
7233.2300,"Fitter, Railway Carriage and"
7233.24,"Fitter, Loco"
7233.24,
7233.2400,
7233.2400,"Fitter, Loco"
7233.25,Loco Cleaner
7233.25,
7233.2500,
7233.2500,Loco Cleaner
7233.26,"Fitter, Bicycle"
7233.26,
7233.2600,"Fitter, Bicycle"
7233.2600,
7233.27,
7233.27,"Fitter, Signal"
7233.2700,"Fitter, Signal"
7233.2700,
7233.28,Agriculture Engineering Technician
7233.28,
7233.2800,
7233.2800,Agriculture Engineering Technician
7233.2901,Fitter: Hydraulic and Pneumatic System
7233.2901,Fitter: Hydraulic and Pneumatic
7233.2901,Occupational
7233.99,"Machinery Mechanics and Fitters, Other"
7233.99,"Machinery Mechanics and Fitters,"
7233.99,
7233.9900,"Machinery Mechanics and Fitters,"
7233.9900,
7233.9900,"Machinery Mechanics and Fitters, Other"
7311.01,"Mechanic Precision Instrument, General"
7311.01,
7311.01,"Mechanic Precision Instru ment,"
7311.0100,"Mechanic Precision Instrument, General"
7311.0100,
7311.0100,"Mechanic Precision Instru ment,"
7311.0101,Technician Instrumentation
7311.0101,"Technologist,"
7311.02,
7311.02,Watch Repairer
7311.0200,Watch Repairer
7311.0200,
7311.03,Assembler (Clock and Watch)
7311.03,
7311.03,Assembler (Clock & Watch)
7311.0300,Assembler (Clock and Watch)
7311.0300,
7311.0300,Assembler (Clock & Watch)
7311.04,
7311.04,"Mechanic Precision Instrument,"
7311.04,"Mechanic Precision Instrument, Mechanical"
7311.0400,"Mechanic Precision Instrument,"
7311.0400,"Mechanic Precision Instrument, Mechanical"
7311.0400,
7311.0401,Iron and Steel Fitter
7311.0401,"Fitter Levelling,"
7311.0401,Fitter Instrumentation
7311.05,"Viewer, Workshop"
7311.05,
7311.0500,"Viewer, Workshop"
7311.0500,
7311.06,"Mechanic, Atomizer and Fuel Pump (Diesel)"
7311.06,"Mechanic, Atomizer and Fuel Pump"
7311.06,
7311.0600,
7311.0600,"Mechanic, Atomizer and Fuel Pump"
7311.0600,"Mechanic, Atomizer and Fuel Pump (Diesel)"
7311.08,
7311.08,"Mechanic, Optical Instrument"
7311.0800,
7311.0800,"Mechanic, Optical Instrument"
7311.09,
7311.09,"Calibrator, Glass"
7311.0900,"Calibrator, Glass"
7311.0900,
7311.1,
7311.1,Calibrator (Instrument and
7311.1,Calibrator (Instrument & Apparatus)
7311.1000,Calibrator (Instrument & Apparatus)
7311.1000,
7311.1000,Calibrator (Instrument and
7311.1001,Calibrator
7311.1001,Calibration Technician
7311.1002,Calibration Engineer
7311.1002,Calibration
7311.11,"Calibrator, Other"
7311.11,
7311.1100,"Calibrator, Other"
7311.1100,
7311.12,Orthopaedic Appliances and Limb
7311.12,Orthopaedic Appli ances and Limb
7311.12,
7311.1200,Orthopaedic Appli ances and Limb
7311.1200,
7311.1200,Orthopaedic Appliances and Limb
7311.14,
7311.14,"Instrument Maker, Other"
7311.1400,"Instrument Maker, Other"
7311.1400,
7311.99,"Precision Instrument Makers and Repairers,"
7311.99,
7311.9900,
7311.9900,"Precision Instrument Makers and Repairers,"
7312.01,
7312.01,Musical Instrument Maker (String )
7312.0100,
7312.0100,Musical Instrument Maker (String )
7312.02,Harmonium Maker
7312.02,
7312.0200,
7312.0200,Harmonium Maker
7312.03,
7312.03,Harmonium Key Maker
7312.0300,
7312.0300,Harmonium Key Maker
7312.04,Harmonium Fitter
7312.04,
7312.0400,Harmonium Fitter
7312.0400,
7312.05,Bellow Man (Harmonium)
7312.05,
7312.0500,Bellow Man (Harmonium)
7312.0500,
7312.06,Reed Fitter (Harmonium)
7312.06,
7312.0600,
7312.0600,Reed Fitter (Harmonium)
7312.08,Finisher (Harmonium)
7312.08,
7312.0800,
7312.0800,Finisher (Harmonium)
7312.1,
7312.1,Organ Tuner
7312.1000,Organ Tuner
7312.1000,
7312.12,Piano Tuner
7312.12,
7312.1200,Piano Tuner
7312.1200,
7312.13,Tabla Maker (Musical Instrument)
7312.13,
7312.1300,
7312.1300,Tabla Maker (Musical Instrument)
7312.14,"Drum Maker, Musical"
7312.14,
7312.1400,
7312.1400,"Drum Maker, Musical"
7312.15,
7312.15,Clarinet  Assembler
7312.15,Clarinet Assembler
7312.1500,Clarinet Assembler
7312.1500,Clarinet  Assembler
7312.1500,
7312.16,
7312.16,Bag Pipe Maker
7312.16,Bagpipe Maker
7312.1600,Bag Pipe Maker
7312.1600,Bagpipe Maker
7312.1600,
7312.17,
7312.17,Brass Musical Instruments
7312.17,Brass Musical Instruments Assembler
7312.1700,Brass Musical Instruments
7312.1700,Brass Musical Instruments Assembler
7312.1700,
7312.18,
7312.18,Musical Instrument Repairer
7312.1800,
7312.1800,Musical Instrument Repairer
7312.99,"Musical Instrument Makers and Tuners,"
7312.99,Musical Instrument Makers and
7312.99,
7312.9900,Musical Instrument Makers and
7312.9900,
7312.9900,"Musical Instrument Makers and Tuners,"
7313.01,"Roller, Gold and Silver"
7313.01,
7313.0100,
7313.0100,"Roller, Gold and Silver"
7313.0101,Jewellery Polisher
7313.0101,Jewellery Retail
7313.0102,Plater
7313.0102,Platform
7313.0103,"Filler, Aerated"
7313.0103,Filer and Assembler
7313.0201,"Wire Maker, Gold and Silver/Component"
7313.0201,
7313.0201,
7313.0201,"Wire Maker, Gold and"
7313.0202,Gem Stone Thread Maker
7313.0202,Genealogist
7313.0202,Gemstone Thread Maker
7313.0301,"Gold Curer, General/Gold Refiner"
7313.0301,
7313.0301,
7313.0401,"Gold Curer, Mint/Gold Melter and Refiner"
7313.0401,"Gold Curer, Mint/Gold Melter and"
7313.0401,
7313.0401,
7313.05,Gold Foil Maker
7313.05,
7313.0500,
7313.0500,Gold Foil Maker
7313.06,"Leaf Maker, Gold and Silver"
7313.06,"Leaf Make r, Gold and Silver"
7313.06,
7313.0600,"Leaf Maker, Gold and Silver"
7313.0600,
7313.0600,"Leaf Make r, Gold and Silver"
7313.07,Goldsmith
